sentence,log,label
3人の教師のオンライン授業の特徴語を違う角度からを探るため、最小出現数を11、最小文書数を1、集計単位を文として対応分析を行った。,"対応分析(文書と見なす単位=文, 最小出現数=11, 最小文書数=1, 外部変数=3人の教師のオンライン授業の特徴語)",2
"また,3群の違いを可視化するため,気づきコメント(言語活動と指導内容)と習熟度をアイテムとして対応分析を行い,出力された散布図と特徴語に基づいて,履修者の学びの状況について考察を行った。",対応分析(外部変数=気づきコメント(言語活動と指導内容)と習熟度),2
"対応分析にあたってはテキストマイニングのツールである「KHCoder3」(樋口2020)を使用した.語の最小出現数を1とし,抽出される品詞を名詞に設定し分析した.","対応分析(語の最小出現数=1,  品詞による語の取捨選択=名詞)",2
"学年や年度を外部変数として,対応分析を行った(Figure4).",対応分析(外部変数=学年や年度),2
"設問2,3,4において,問題解決しやすかった理由として答えたもののうち,ネガティブな理由と考えられるものを排除し,性別と設問1での回答を変数として対応分析を行った結果を図3に示す.総抽出語数は1383,異なり語数は241であった.語の最小出現数を2として,分析を行った.","対応分析(語の最小出現数=2, 外部変数=性別と設問1での回答)",2
"KHCoder(Ver.3.0)の対応分析では,場面1と場面2において,児童のモバイル端末の所持の有無別に事前・事後メッセージの特徴を分析した.",対応分析(外部変数=自動のモバイル端末の所持の有無),2
さらに、受講学生の性別及び体力レベルと感想の関連を調べるために、対応分析を行った。自由記述データは出現頻度上位50語を用いた。,"対応分析(外部変数=受講学生の性別及び体力レベル, 上位=50)",2
親子コミュニケーションの変化に関する語りの頻出語における対応分析の結果は、図1に示すとおりである。,対応分析(外部変数=親子コミュニケーションの変化),2
"本節では,COVID-19陽性者数の推移に従って5つに分類したフェーズごとに,Web記事の内容について分析を行う。まず,基礎データをもとに,コレスポンデンス分析(対応分析)を行った(Figure4)。",対応分析(外部変数=COVID-19陽性者数の推移に従って5つに分類したフェーズ),2
"次に,修了年ごとの特徴をさらに詳しく見ていくために,対応分析を行った(図3)。",対応分析(外部変数=修了年),2
まず、対応分析では、差異が顕著な上位40語を分析対象とした(図1)。,"対応分析(上位=40, 差異が顕著な語を分析に使用=on)",2
KHCoderの対応分析を用いる事により、データ全体を分割してどの部分に特徴的な語が使用されているかを図示できる。「学年(2・3・4年)」「免許(教員・看護師)」「授業方法(online・対面)」の3項目について特徴的な語(Jaccard係数上位60語)を図示した。表示にあたって、「差異が顕著な語を分析に使用」「原点から離れた語のみラベル表示」し、共に上位60語とした。,"対応分析(外部変数=「学年(2・3・4年)」「免許(教員・看護師)」「授業方法(online・対面)」, 描画する共起関係の選択=Jaccard, 上位=60, 差異が顕著な語を分析に使用=on, 原点から離れた語のみラベル表示=on)",2
KHCoderの対応分析を用いることによって、データ全体を分割してどの部分に特徴的な語が使用されているかを図示できるため、性差(男女別)について特徴的な語(Jaccard係数上位60語)を図示した。男女における「全総抽出語数」「異なり語数」、並びに、小・中・高校期におけるダンス経験に差がみられたため、男女別に抽出語の対応分析を行い、その傾向をみた。,"対応分析(外部変数=性差(男女別), 描画する共起関係の選択=Jaccard係数, 上位=60)",2
どのような高齢者が、どのような情報を求めているか?を探るため、事前の対応行動と頻出語の対応分析を行った。頻出語は、「水害時には、どのような情報が必要だと感じましたか?」という[自由記述]のうち、5件以上であった語を示している。また、原点付近に布置される特徴のない語(上位10件)注4)は点のみで示している11)(図6)。,"対応分析(外部変数=事前の対応行動, 語の最小出現数=5, 原点から離れた語のみラベル表示=on)",2
計画段階に焦点を合わせた最後の分析として、類型化した外部変数(「A群」「B群」「C群」)と頻出品詞との関係について検討するために、図2のようにコレスポンデンス分析を行った。コレスポンデンス分析では、外部変数と各単語との関連をあらわすJaccard係数に基づいた散布図として可視化されている。,"対応分析(描画する共起関係の選択=Jaccard係数, 外部変数=「A 群」「B 群」「C 群」)",2
"図5は,研究活動を行っていく上での現状の懸念等を自由記述で尋ねた設問(調査項目4)の回答について,回答者の部局分野(赤字)と頻出語で対応分析を行った結果である.",対応分析(外部変数=回答者の部局分野),2
"次に抽出語リストの各語が使用されている文脈での意味をKHcoder3ASのKWICコンコーダンスで確認しながらコーディングルール・ファイルを作成し対応分析を実施した。対応分析に際しては,AFの調査対象者のIDを外部変数に指定し,コーディングルール・ファイルで設定した各コードとの関係を確認しようと意図した。",対応分析(外部変数=調査対象者のID),2
"次に,「理解できたこと」および「理解できなかったこと」の自由記述内容と,研修に対する自己評価による理解度(外部変数)との対応分析の結果から,理解度の差による自由記述内容の違いについて検討を行った7).",対応分析(外部変数=研修に対する自己評価による理解度),2
"KHCoderを用いた量的分析では,分析単位は,単語の最小出現数5,差異が顕著な語上位30,原点から離れた語のみラベル表示上位30,文書とみなす単位を「文」に設定した。KHCoderの対応分析の結果は,図1に示した2次元散布図のとおりである。","対応分析(文書とみなす単位=文, 語の最小出現数=5, 差異が顕著な語を分析に使用=on, 上位=30, 原点から離れた語のみラベル表示=on)",2
"さらに,対応分析をあわせて行うことによって,それぞれの出現回数が多い語がそれぞれのグループの特徴語になっているかどうかを確認する.(図3)",対応分析(外部変数=それぞれのグループ),2
"次に,対応分析によって回答の男女差を図4に示した.",対応分析(外部変数=男女),2
図3に、発行月を外部変数として設定した対応分析の結果を示す。,対応分析(外部変数=発行月),2
各絵本の絵と、印象を記述するために使用された語との関係性を探るために、対応分析を行った。その結果を図2に示す。,対応分析(外部変数=各絵本の絵),2
"KHCoderにおける対応分析は,文字データから取り出した頻出語と外部変数(開催年度,開催地域)で最初に抽出された2つの成分による同時布置を行っている。",対応分析(外部変数=開催年度、開催地域),2
"自由記述回答のうち,新しい視点が「大いにあった」と「少しあった」を選択した47人の回答に,年代と対応分析を行った(図1)。平均文字数は53.1文字,総抽出語数は1,382語で上位30語を表4に示す。","対応分析(上位=30, 外部変数=年代)",2
図2は単著/共著別と3回以上出現した語との対応分析結果である。,"対応分析(語の最小出現数=3, 外部変数=単著／共著)",2
さらにKHCoderの対応分析機能を用い、日本国憲法及び各改憲案での差異が顕著な語上位60語をマッピングするという条件対応分析を行う,"対応分析(外部変数=日本国憲法及び各改憲案, 差異が顕著な語を分析に使用=on, 上位=60)",2
ダイバーシティ記事群対高齢者記事の対応関係は図4に示すとおりである。最小出現数20、差異が顕著な語30語を使用。,"対応分析(外部変数=ダイバーシティ記事群対高齢者記事, 語の最小出現数=20, 差異が顕著な語を分析に使用=on, 上位=30)",2
"対応分析の結果を図5に示す.図中の青い丸はキーワードの位置,赤い四角は業種の位置を示し,丸や四角の大きさはキーワードの出現回数やイノベーション事例数を表している.結果を見やすくするために,原点付近を拡大して表示している.またキーワードについては,差異が顕著な60種類の位置のみを示している.","対応分析(外部変数=業種, 差異が顕著な語を分析に使用=on, 上位=60)",2
【図２】は、KH Coderの「抽出語」→「対応分析」の機能を使って作成したものであ る。抽出語の選択（上位60語）においては、「最小出現数」を「２」に設定し、対応分析 のオプションでは、「分析に使用するデータ表の種類」は「抽出語と外部変数（５年間）」、 「集計単位」は「文」という形でそれぞれ設定し、得られた結果である。,"対応分析(外部変数=5年間, 集計単位=文, 最小出現数=2, 上位=60)",2
